Sample,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AWC,CEC,PH,TEB,toN,wind_flower,vapr,srad,srad_leaf
HC2-2,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HC01,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HCL,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH110,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH111,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH112,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH113,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HHC02,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HHC03,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HC,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH83,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH27,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH28,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HY14,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HY15,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH82,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH92,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
CZ08,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH90,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HH91,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HY16,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,15,8.0,39,1.01999998092651,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
