Sample,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AWC,CEC,PH,TEB,toN,wind_flower,vapr,srad,srad_leaf
CCH00,98.85,28.48333333,5.64516687393188,10.701000213623,41.7420806884766,578.132141113281,17.2040004730225,-8.43200016021729,25.6360015869141,12.4320001602173,-0.34933340549469,12.4320001602173,-1.58400011062622,674,132,8,69.7112884521484,326,35,326,38,159,13,5.90000009536743,9,1.33000004291534,2.6973332564036068,0.6391666680574416,14429.25,15526.57142857143
CSC11-1,103.0441014,28.78690596,8.2993335723877,8.79666614532471,34.4805068969727,603.337280273438,20.0559997558594,-5.45599985122681,25.511999130249,15.4226665496826,0.436666697263718,15.4226665496826,0.436666697263718,936,177,10,86.1419219970703,509,31,509,31,144,18,5.19999980926514,6,2.3199999332428,2.3333333333333335,0.9828666845957441,12043.083333333334,14028.285714285714
CSC11-2,103.0441014,28.78690596,8.2993335723877,8.79666614532471,34.4805068969727,603.337280273438,20.0559997558594,-5.45599985122681,25.511999130249,15.4226665496826,0.436666697263718,15.4226665496826,0.436666697263718,936,177,10,86.1419219970703,509,31,509,31,144,18,5.19999980926514,6,2.3199999332428,2.3333333333333335,0.9828666845957441,12043.083333333334,14028.285714285714
CSC10-5,103.0441014,28.78690596,8.2993335723877,8.79666614532471,34.4805068969727,603.337280273438,20.0559997558594,-5.45599985122681,25.511999130249,15.4226665496826,0.436666697263718,15.4226665496826,0.436666697263718,936,177,10,86.1419219970703,509,31,509,31,144,18,5.19999980926514,6,2.3199999332428,2.3333333333333335,0.9828666845957441,12043.083333333334,14028.285714285714
CSC10-3,103.0451649,28.79354194,8.41216659545898,8.94899940490723,34.7939338684082,605.014221191406,20.2040004730225,-5.51599979400635,25.7200012207031,15.561333656311,0.520000040531158,15.561333656311,0.520000040531158,935,177,10,86.0472564697266,508,31,508,31,159,13,5.90000009536743,9,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC10-4,103.0451649,28.79354194,8.41216659545898,8.94899940490723,34.7939338684082,605.014221191406,20.2040004730225,-5.51599979400635,25.7200012207031,15.561333656311,0.520000040531158,15.561333656311,0.520000040531158,935,177,10,86.0472564697266,508,31,508,31,159,13,5.90000009536743,9,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC10-1,103.0451649,28.79354194,8.41216659545898,8.94899940490723,34.7939338684082,605.014221191406,20.2040004730225,-5.51599979400635,25.7200012207031,15.561333656311,0.520000040531158,15.561333656311,0.520000040531158,935,177,10,86.0472564697266,508,31,508,31,159,13,5.90000009536743,9,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC9-1,103.0451649,28.79354194,8.41216659545898,8.94899940490723,34.7939338684082,605.014221191406,20.2040004730225,-5.51599979400635,25.7200012207031,15.561333656311,0.520000040531158,15.561333656311,0.520000040531158,935,177,10,86.0472564697266,508,31,508,31,159,13,5.90000009536743,9,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
HH142,109.2579,28.82571389,16.5808334350586,7.65633296966553,25.9995021820068,792.980712890625,31.5,2.05200004577637,29.4479999542236,24.0573329925537,6.56933355331421,26.0726661682129,6.56933355331421,1379,236,27,60.2720909118652,620,94,556,94,163,11,5.30000019073486,5,1.53999996185303,1.5746666987737032,1.5439333468675625,12718.666666666666,15758.857142857143
HH144,109.2579,28.82571389,16.5808334350586,7.65633296966553,25.9995021820068,792.980712890625,31.5,2.05200004577637,29.4479999542236,24.0573329925537,6.56933355331421,26.0726661682129,6.56933355331421,1379,236,27,60.2720909118652,620,94,556,94,163,11,5.30000019073486,5,1.53999996185303,1.5746666987737032,1.5439333468675625,12718.666666666666,15758.857142857143
HH143,109.2579,28.82571389,16.5808334350586,7.65633296966553,25.9995021820068,792.980712890625,31.5,2.05200004577637,29.4479999542236,24.0573329925537,6.56933355331421,26.0726661682129,6.56933355331421,1379,236,27,60.2720909118652,620,94,556,94,163,11,5.30000019073486,5,1.53999996185303,1.5746666987737032,1.5439333468675625,12718.666666666666,15758.857142857143
HH145,109.2579,28.82571389,16.5808334350586,7.65633296966553,25.9995021820068,792.980712890625,31.5,2.05200004577637,29.4479999542236,24.0573329925537,6.56933355331421,26.0726661682129,6.56933355331421,1379,236,27,60.2720909118652,620,94,556,94,163,11,5.30000019073486,5,1.53999996185303,1.5746666987737032,1.5439333468675625,12718.666666666666,15758.857142857143
CCQ1-2,107.2885758,28.92299051,12.4278335571289,6.52499961853027,24.2565040588379,739.700378417969,26.1599998474121,-0.740000009536743,26.8999996185303,19.4500007629395,2.91466665267944,21.2426662445068,2.91466665267944,1245,191,23,61.2821655273438,541,74,516,74,144,18,5.19999980926514,6,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-3,107.2885758,28.92299051,12.4278335571289,6.52499961853027,24.2565040588379,739.700378417969,26.1599998474121,-0.740000009536743,26.8999996185303,19.4500007629395,2.91466665267944,21.2426662445068,2.91466665267944,1245,191,23,61.2821655273438,541,74,516,74,144,18,5.19999980926514,6,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-4,107.2885758,28.92299051,12.4278335571289,6.52499961853027,24.2565040588379,739.700378417969,26.1599998474121,-0.740000009536743,26.8999996185303,19.4500007629395,2.91466665267944,21.2426662445068,2.91466665267944,1245,191,23,61.2821655273438,541,74,516,74,144,18,5.19999980926514,6,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-1,107.2885758,28.92299051,12.4278335571289,6.52499961853027,24.2565040588379,739.700378417969,26.1599998474121,-0.740000009536743,26.8999996185303,19.4500007629395,2.91466665267944,21.2426662445068,2.91466665267944,1245,191,23,61.2821655273438,541,74,516,74,144,18,5.19999980926514,6,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
HH150,109.2800194,28.93712778,13.1529998779297,7.34866666793823,25.9120826721191,766.251586914062,27.2240009307861,-1.1360000371933,28.3600006103516,20.4153327941895,3.45866656303406,22.3239994049072,3.45866656303406,1462,236,30,58.4820556640625,638,102,585,102,159,13,5.90000009536743,9,1.33000004291534,2.0306666294733664,1.2866666664679844,12521.083333333334,15465.142857142857
HH146,109.2800194,28.93712778,13.1529998779297,7.34866666793823,25.9120826721191,766.251586914062,27.2240009307861,-1.1360000371933,28.3600006103516,20.4153327941895,3.45866656303406,22.3239994049072,3.45866656303406,1462,236,30,58.4820556640625,638,102,585,102,159,13,5.90000009536743,9,1.33000004291534,2.0306666294733664,1.2866666664679844,12521.083333333334,15465.142857142857
HH147,109.2800194,28.93712778,13.1529998779297,7.34866666793823,25.9120826721191,766.251586914062,27.2240009307861,-1.1360000371933,28.3600006103516,20.4153327941895,3.45866656303406,22.3239994049072,3.45866656303406,1462,236,30,58.4820556640625,638,102,585,102,159,13,5.90000009536743,9,1.33000004291534,2.0306666294733664,1.2866666664679844,12521.083333333334,15465.142857142857
HH148,109.2800194,28.93712778,13.1529998779297,7.34866666793823,25.9120826721191,766.251586914062,27.2240009307861,-1.1360000371933,28.3600006103516,20.4153327941895,3.45866656303406,22.3239994049072,3.45866656303406,1462,236,30,58.4820556640625,638,102,585,102,159,13,5.90000009536743,9,1.33000004291534,2.0306666294733664,1.2866666664679844,12521.083333333334,15465.142857142857
HH149,109.2800194,28.93712778,13.1529998779297,7.34866666793823,25.9120826721191,766.251586914062,27.2240009307861,-1.1360000371933,28.3600006103516,20.4153327941895,3.45866656303406,22.3239994049072,3.45866656303406,1462,236,30,58.4820556640625,638,102,585,102,159,13,5.90000009536743,9,1.33000004291534,2.0306666294733664,1.2866666664679844,12521.083333333334,15465.142857142857
CGZ2-1,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ2-2,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ2-3,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-8,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-7,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-6,107.5678235,29.0749859,12.8994998931885,6.80699968338013,24.9121646881104,744.971252441406,26.8999996185303,-0.42399999499321,27.3239994049072,19.9486656188965,3.38733339309692,21.8266658782959,3.38733339309692,1274,194,23,60.7553329467773,550,75,519,75,163,11,5.30000019073486,5,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-1,107.5847542,29.10946492,12.9648332595825,6.78033351898193,24.7493572235107,748.057922363281,27.007999420166,-0.388000011444092,27.3959999084473,20.0406665802002,3.40133333206177,21.9160003662109,3.40133333206177,1272,194,22,60.8984451293945,550,74,517,74,41,18,6.5,16,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-2,107.5847542,29.10946492,12.9648332595825,6.78033351898193,24.7493572235107,748.057922363281,27.007999420166,-0.388000011444092,27.3959999084473,20.0406665802002,3.40133333206177,21.9160003662109,3.40133333206177,1272,194,22,60.8984451293945,550,74,517,74,41,18,6.5,16,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-3,107.5847542,29.10946492,12.9648332595825,6.78033351898193,24.7493572235107,748.057922363281,27.007999420166,-0.388000011444092,27.3959999084473,20.0406665802002,3.40133333206177,21.9160003662109,3.40133333206177,1272,194,22,60.8984451293945,550,74,517,74,41,18,6.5,16,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-4,107.5842594,29.11041761,12.9648332595825,6.78033351898193,24.7493572235107,748.057922363281,27.007999420166,-0.388000011444092,27.3959999084473,20.0406665802002,3.40133333206177,21.9160003662109,3.40133333206177,1272,194,22,60.8984451293945,550,74,517,74,41,18,6.5,16,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-5,107.5842594,29.11041761,12.9648332595825,6.78033351898193,24.7493572235107,748.057922363281,27.007999420166,-0.388000011444092,27.3959999084473,20.0406665802002,3.40133333206177,21.9160003662109,3.40133333206177,1272,194,22,60.8984451293945,550,74,517,74,41,18,6.5,16,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
HH54,109.1686111,29.49027778,15.3719997406006,7.39599990844727,25.7413330078125,778.077941894531,29.7880001068115,1.05599999427795,28.7320003509521,22.7186660766602,5.50333309173584,24.6753330230713,5.50333309173584,1436,233,24,61.2835311889648,640,86,594,86,159,13,5.90000009536743,9,1.33000004291534,1.6973333756128934,1.427833318710327,12650.25,15649.142857142857
HH55,109.1686111,29.49027778,15.3719997406006,7.39599990844727,25.7413330078125,778.077941894531,29.7880001068115,1.05599999427795,28.7320003509521,22.7186660766602,5.50333309173584,24.6753330230713,5.50333309173584,1436,233,24,61.2835311889648,640,86,594,86,159,13,5.90000009536743,9,1.33000004291534,1.6973333756128934,1.427833318710327,12650.25,15649.142857142857
HH56,109.1686111,29.49027778,15.3719997406006,7.39599990844727,25.7413330078125,778.077941894531,29.7880001068115,1.05599999427795,28.7320003509521,22.7186660766602,5.50333309173584,24.6753330230713,5.50333309173584,1436,233,24,61.2835311889648,640,86,594,86,159,13,5.90000009536743,9,1.33000004291534,1.6973333756128934,1.427833318710327,12650.25,15649.142857142857
HH152,109.841825,29.69675833,14.4425001144409,7.53966665267944,25.9701919555664,782.773010253906,28.9120006561279,-0.119999997317791,29.0320014953613,21.8413333892822,4.52466678619385,23.8166675567627,4.52466678619385,1467,235,27,60.5113105773926,653,95,620,95,41,18,6.5,16,1.49000000953674,1.8026666243871068,1.3620000034570694,12867.166666666666,15841.285714285714
HH153,109.841825,29.69675833,14.4425001144409,7.53966665267944,25.9701919555664,782.773010253906,28.9120006561279,-0.119999997317791,29.0320014953613,21.8413333892822,4.52466678619385,23.8166675567627,4.52466678619385,1467,235,27,60.5113105773926,653,95,620,95,41,18,6.5,16,1.49000000953674,1.8026666243871068,1.3620000034570694,12867.166666666666,15841.285714285714
HH154,109.841825,29.69675833,14.4425001144409,7.53966665267944,25.9701919555664,782.773010253906,28.9120006561279,-0.119999997317791,29.0320014953613,21.8413333892822,4.52466678619385,23.8166675567627,4.52466678619385,1467,235,27,60.5113105773926,653,95,620,95,41,18,6.5,16,1.49000000953674,1.8026666243871068,1.3620000034570694,12867.166666666666,15841.285714285714
HH155,109.841825,29.69675833,14.4425001144409,7.53966665267944,25.9701919555664,782.773010253906,28.9120006561279,-0.119999997317791,29.0320014953613,21.8413333892822,4.52466678619385,23.8166675567627,4.52466678619385,1467,235,27,60.5113105773926,653,95,620,95,41,18,6.5,16,1.49000000953674,1.8026666243871068,1.3620000034570694,12867.166666666666,15841.285714285714
HY7,110.0566667,29.75833333,11.7468338012695,7.19166660308838,25.3192043304443,772.360595703125,25.7759990692139,-2.62800002098083,28.4039993286133,19.1059989929199,1.98066663742065,21.0366668701172,1.98066663742065,1510,231,31,58.1209182739258,651,106,627,106,41,18,6.5,16,1.49000000953674,2.1613332430521637,1.186633331080279,12762.916666666666,15670.0
HY8,110.0566667,29.75833333,11.7468338012695,7.19166660308838,25.3192043304443,772.360595703125,25.7759990692139,-2.62800002098083,28.4039993286133,19.1059989929199,1.98066663742065,21.0366668701172,1.98066663742065,1510,231,31,58.1209182739258,651,106,627,106,41,18,6.5,16,1.49000000953674,2.1613332430521637,1.186633331080279,12762.916666666666,15670.0
CZ28,110.0566667,29.75833333,11.7468338012695,7.19166660308838,25.3192043304443,772.360595703125,25.7759990692139,-2.62800002098083,28.4039993286133,19.1059989929199,1.98066663742065,21.0366668701172,1.98066663742065,1510,231,31,58.1209182739258,651,106,627,106,41,18,6.5,16,1.49000000953674,2.1613332430521637,1.186633331080279,12762.916666666666,15670.0
HY6,110.0893708,29.78169134,12.1415004730225,7.30499982833862,25.5705680847168,774.39404296875,26.2040004730225,-2.36400008201599,28.568000793457,19.5100002288818,2.33599996566772,21.4420013427734,2.33599996566772,1502,231,30,58.467113494873,651,104,627,104,159,13,5.90000009536743,9,1.33000004291534,2.0919999281565334,1.216233340402445,12795.916666666666,15710.0
CZ26,110.0893708,29.78169134,12.1415004730225,7.30499982833862,25.5705680847168,774.39404296875,26.2040004730225,-2.36400008201599,28.568000793457,19.5100002288818,2.33599996566772,21.4420013427734,2.33599996566772,1502,231,30,58.467113494873,651,104,627,104,159,13,5.90000009536743,9,1.33000004291534,2.0919999281565334,1.216233340402445,12795.916666666666,15710.0
CZ27,110.0893708,29.78169134,12.1415004730225,7.30499982833862,25.5705680847168,774.39404296875,26.2040004730225,-2.36400008201599,28.568000793457,19.5100002288818,2.33599996566772,21.4420013427734,2.33599996566772,1502,231,30,58.467113494873,651,104,627,104,159,13,5.90000009536743,9,1.33000004291534,2.0919999281565334,1.216233340402445,12795.916666666666,15710.0
HH15,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH16,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH17,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH18,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
CZ18,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
CZ19,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH58,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH59,110.3333333,30.05,10.5425004959106,7.82766675949097,27.1907272338867,766.377014160156,24.5799999237061,-4.20800018310547,28.7880001068115,17.8773326873779,0.869999945163727,19.7973327636719,0.869999945163727,1489,219,30,58.1456031799316,634,102,621,102,159,13,5.90000009536743,9,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
HH93,108.85,30.11666667,12.3383331298828,7.21066665649414,25.6607341766357,762.838928222656,26.4680004119873,-1.63199996948242,28.1000003814697,19.568000793457,2.64266657829285,21.4846668243408,2.64266657829285,1424,207,25,59.8692016601562,604,85,576,85,159,13,5.90000009536743,9,1.33000004291534,2.0079999764760332,1.2370999902486821,12429.583333333334,15384.57142857143
HH95,108.85,30.11666667,12.3383331298828,7.21066665649414,25.6607341766357,762.838928222656,26.4680004119873,-1.63199996948242,28.1000003814697,19.568000793457,2.64266657829285,21.4846668243408,2.64266657829285,1424,207,25,59.8692016601562,604,85,576,85,159,13,5.90000009536743,9,1.33000004291534,2.0079999764760332,1.2370999902486821,12429.583333333334,15384.57142857143
HH96,108.85,30.11666667,12.3383331298828,7.21066665649414,25.6607341766357,762.838928222656,26.4680004119873,-1.63199996948242,28.1000003814697,19.568000793457,2.64266657829285,21.4846668243408,2.64266657829285,1424,207,25,59.8692016601562,604,85,576,85,159,13,5.90000009536743,9,1.33000004291534,2.0079999764760332,1.2370999902486821,12429.583333333334,15384.57142857143
HH97,108.85,30.11666667,12.3383331298828,7.21066665649414,25.6607341766357,762.838928222656,26.4680004119873,-1.63199996948242,28.1000003814697,19.568000793457,2.64266657829285,21.4846668243408,2.64266657829285,1424,207,25,59.8692016601562,604,85,576,85,159,13,5.90000009536743,9,1.33000004291534,2.0079999764760332,1.2370999902486821,12429.583333333334,15384.57142857143
SRR26815598,117.534502,30.322864,14.4073333740234,7.21466636657715,24.0617218017578,844.522399902344,29.0799999237061,-0.903999984264374,29.9839992523193,18.4473323822021,5.6453332901001,24.5279998779297,3.7739999294281,1664,301,36,54.7247123718262,700,154,645,167,41,13,5.90000009536743,9,1.33000004291534,2.9680000146230032,1.4963333209355667,14781.666666666666,17713.571428571428
SRR26815600,117.534502,30.322864,14.4073333740234,7.21466636657715,24.0617218017578,844.522399902344,29.0799999237061,-0.903999984264374,29.9839992523193,18.4473323822021,5.6453332901001,24.5279998779297,3.7739999294281,1664,301,36,54.7247123718262,700,154,645,167,41,13,5.90000009536743,9,1.33000004291534,2.9680000146230032,1.4963333209355667,14781.666666666666,17713.571428571428
SRR26815619,117.534502,30.322864,14.4073333740234,7.21466636657715,24.0617218017578,844.522399902344,29.0799999237061,-0.903999984264374,29.9839992523193,18.4473323822021,5.6453332901001,24.5279998779297,3.7739999294281,1664,301,36,54.7247123718262,700,154,645,167,41,13,5.90000009536743,9,1.33000004291534,2.9680000146230032,1.4963333209355667,14781.666666666666,17713.571428571428
SRR26815620,117.534502,30.322864,14.4073333740234,7.21466636657715,24.0617218017578,844.522399902344,29.0799999237061,-0.903999984264374,29.9839992523193,18.4473323822021,5.6453332901001,24.5279998779297,3.7739999294281,1664,301,36,54.7247123718262,700,154,645,167,41,13,5.90000009536743,9,1.33000004291534,2.9680000146230032,1.4963333209355667,14781.666666666666,17713.571428571428
CHB1-1,108.9628067,30.32624182,12.8666667938232,7.51133346557617,26.2854614257812,766.929565429688,27.2719993591309,-1.30400002002716,28.576000213623,20.1246662139893,3.1266667842865,22.0793342590332,3.1266667842865,1414,211,25,60.5038223266602,602,83,576,83,159,13,5.90000009536743,9,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-2,108.9628067,30.32624182,12.8666667938232,7.51133346557617,26.2854614257812,766.929565429688,27.2719993591309,-1.30400002002716,28.576000213623,20.1246662139893,3.1266667842865,22.0793342590332,3.1266667842865,1414,211,25,60.5038223266602,602,83,576,83,159,13,5.90000009536743,9,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-3,108.9628067,30.32624182,12.8666667938232,7.51133346557617,26.2854614257812,766.929565429688,27.2719993591309,-1.30400002002716,28.576000213623,20.1246662139893,3.1266667842865,22.0793342590332,3.1266667842865,1414,211,25,60.5038223266602,602,83,576,83,159,13,5.90000009536743,9,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-4,108.9628067,30.32624182,12.8666667938232,7.51133346557617,26.2854614257812,766.929565429688,27.2719993591309,-1.30400002002716,28.576000213623,20.1246662139893,3.1266667842865,22.0793342590332,3.1266667842865,1414,211,25,60.5038223266602,602,83,576,83,159,13,5.90000009536743,9,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-5,108.9628067,30.32624182,12.8666667938232,7.51133346557617,26.2854614257812,766.929565429688,27.2719993591309,-1.30400002002716,28.576000213623,20.1246662139893,3.1266667842865,22.0793342590332,3.1266667842865,1414,211,25,60.5038223266602,602,83,576,83,159,13,5.90000009536743,9,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
HH140,110.9593306,31.09661111,11.3751668930054,8.15033340454102,27.3097877502441,795.067260742188,25.8719997406006,-3.97199988365173,29.8439998626709,20.9993324279785,1.3053332567215,20.9993324279785,1.3053332567215,1260,209,22,61.8129081726074,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.6893333594004303,1.1446666643023498,13405.166666666666,16283.714285714286
HH138,110.9593306,31.09661111,11.3751668930054,8.15033340454102,27.3097877502441,795.067260742188,25.8719997406006,-3.97199988365173,29.8439998626709,20.9993324279785,1.3053332567215,20.9993324279785,1.3053332567215,1260,209,22,61.8129081726074,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.6893333594004303,1.1446666643023498,13405.166666666666,16283.714285714286
HH139,110.9593306,31.09661111,11.3751668930054,8.15033340454102,27.3097877502441,795.067260742188,25.8719997406006,-3.97199988365173,29.8439998626709,20.9993324279785,1.3053332567215,20.9993324279785,1.3053332567215,1260,209,22,61.8129081726074,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.6893333594004303,1.1446666643023498,13405.166666666666,16283.714285714286
HH141,110.9593306,31.09661111,11.3751668930054,8.15033340454102,27.3097877502441,795.067260742188,25.8719997406006,-3.97199988365173,29.8439998626709,20.9993324279785,1.3053332567215,20.9993324279785,1.3053332567215,1260,209,22,61.8129081726074,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.6893333594004303,1.1446666643023498,13405.166666666666,16283.714285714286
HH136,110.9569194,31.11121389,11.1975002288818,8.01033306121826,26.970817565918,794.565612792969,25.6639995574951,-4.03599977493286,29.6999988555908,20.8146667480469,1.1360000371933,20.8146667480469,1.1360000371933,1264,208,22,61.7551231384277,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.7079999446868865,1.1344999969005591,13396.833333333334,16285.57142857143
HH137,110.9569194,31.11121389,11.1975002288818,8.01033306121826,26.970817565918,794.565612792969,25.6639995574951,-4.03599977493286,29.6999988555908,20.8146667480469,1.1360000371933,20.8146667480469,1.1360000371933,1264,208,22,61.7551231384277,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.7079999446868865,1.1344999969005591,13396.833333333334,16285.57142857143
HH134,110.9569194,31.11121389,11.1975002288818,8.01033306121826,26.970817565918,794.565612792969,25.6639995574951,-4.03599977493286,29.6999988555908,20.8146667480469,1.1360000371933,20.8146667480469,1.1360000371933,1264,208,22,61.7551231384277,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.7079999446868865,1.1344999969005591,13396.833333333334,16285.57142857143
HH135,110.9569194,31.11121389,11.1975002288818,8.01033306121826,26.970817565918,794.565612792969,25.6639995574951,-4.03599977493286,29.6999988555908,20.8146667480469,1.1360000371933,20.8146667480469,1.1360000371933,1264,208,22,61.7551231384277,549,76,549,76,159,13,5.90000009536743,9,1.33000004291534,2.7079999446868865,1.1344999969005591,13396.833333333334,16285.57142857143
HH62,115.8611111,31.21722222,12.9973335266113,8.43000030517578,26.9225845336914,859.20849609375,28.0,-3.31200003623962,31.3120002746582,23.339334487915,2.10400009155273,23.339334487915,2.10400009155273,1460,230,30,56.6330337524414,642,129,642,129,159,13,5.90000009536743,9,1.33000004291534,2.98799999554952,1.3396666869521143,14430.75,17381.428571428572
HH63,115.8611111,31.21722222,12.9973335266113,8.43000030517578,26.9225845336914,859.20849609375,28.0,-3.31200003623962,31.3120002746582,23.339334487915,2.10400009155273,23.339334487915,2.10400009155273,1460,230,30,56.6330337524414,642,129,642,129,159,13,5.90000009536743,9,1.33000004291534,2.98799999554952,1.3396666869521143,14430.75,17381.428571428572
